0.49421172763473764,-1.2518164793155235
0.48021968454352076,-1.2644610902177005
0.4660863076837056,-1.2772334244623238
0.45181016944146823,-1.2901347721841654
0.43738982778264246,-1.303166436549662
0.4228238261070609,-1.3163297338885476
0.4081106931014229,-1.3296259938268158
0.3932489425906776,-1.343056559421026
0.3782370733879046,-1.3566227872939656
0.3630735691426793,-1.3703260477716823
0.3477568981879062,-1.3841677250219013
0.3322855133851052,-1.3981492171938397
0.31665785196813434,-1.412271936559434
0.30087233538533564,-1.426537309655994
0.2849273691400843,-1.4409467774302969
0.26882134262972945,-1.4555017953841383
0.25255262898290626,-1.4702038337213519
0.23611958489520626,-1.485054377496315
0.21952055046318603,-1.5000549267639545
0.2027538490167009,-1.5152069967312671
0.18581778694954415,-1.530512117910371
0.1687106535483758,-1.5459718362731019
0.15143072081992287,-1.5615877134071736
0.13397624331643498,-1.5773613266739128
0.11634545795937666,-1.5932942693675887
0.09853658386133797,-1.6093881508763521
0.08054782214614731,-1.6256445968448001
0.06237735576716678,-1.642065249338182
0.04402334932375224,-1.6586517670082646
0.025483948875858746,-1.6754058252608732
0.006757281756774422,-1.6923291164251244
-0.012158543616038082,-1.709423349924368
-0.03126543793201023,-1.7266902524488565
-0.050565331180467056,-1.7441315681301581
-0.07006017284557496,-1.7617490587173315
-0.08975193210325971,-1.7795445037548803
-0.10964259802011313,-1.7975197007625054
-0.12973417975430834,-1.8156764654166722
-0.150028706758546,-1.8340166317340123
-0.1705282289850486,-1.852542052256578
-0.19123481709262694,-1.8712545982389677
-0.21215056265583745,-1.890156159837341
-0.23327757837625224,-1.9092486463003446
-0.2546179982958631,-1.9285339861619644
-0.27617397801264165,-1.9480141274363276
-0.2979476948982765,-1.9676910378144723
-0.3199413483181098,-1.9875667048631034
-0.34215715985329503,-2.007643136225357
-0.36459737352519905,-2.027922359823593
-0.3872642560220719,-2.0484064240642352
-0.4101600969280043,-2.0690973980446823
-0.43328720895419837,-2.0899973717623053
-0.45664792817257654,-2.111108456325561
-0.4802446142517462,-2.1324327841672335
-0.5040796506953517,-2.1539725092598316
-0.5281554450828324,-2.1757298073331635
-0.5524744293126106,-2.1977068760941045
-0.5770390598477402,-2.2199059354485904
-0.6018518179640329,-2.242329227725849
-0.6269152100006917,-2.264979017904898
-0.6522317676134787,-2.287857593843331
-0.6778040480304354,-2.3109672665084156
-0.7036346343101895,-2.334310370210521
-0.7297261356028703,-2.35788926283891
